,text,label
991,Rất lag và khó xem dù sử dụng iPhone 6S,1
992,"Cảm nhận sau khi mua con điều hoà này.- Làm lạnh thì chậm m bật 5t từ 10h sáng đến 3h chiều mà phòng chỉ thấy hơi mát mát ( nhiệt độ ngoài trời tầm 25 => 30 độ, phòng m 15m2) .- Gọi nv xuống kiểm tra thì bảo ko bị sao cả máy hoạt động vẫn bình thường, mình có bảo làm mát chậm thì lấy lí do phòng này hướng tây bị nắng hắt vào lên làm lạnh chậm....- Yêu cầu trả lại, đổi sang cái khác thì không đổi đc nữa. .=> Khả năng lần sau sẽ xem xét mua hàng trực tiếp, ko mua online nữa....Hết!",1
993,Hơi nhỏ so vs hìh,0
994, Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất tệ và Hộp Hư Hoàn Toàn  Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Nhưng Giày vừa Khuyên các bạn chọn lớn hơn 1size,0
995,Đặt bioderma thì ship sp khác.Hàng k chuẩn.sẽ không có lần sau đặt ở shop nữa :((,1
996,tra hàng,1
997,Giao hàng thiếu ib ko trả lời ,1
998,"""Một thiết kế không thể xấu hơn,chào mừng Apple ra nhập với đội HTC,cổ phiếu của Apple sẽ sụt như chong chóng tụt sau khi Iphone 7 và IP7 Plus ra mắt cho mà xem !""",1
999,Tốt nen mua,0
1000,Chất lượng sp rất tốt. Đẹp và rẻ vượt quá mong đợi số tiền bỏ ra. Rất ưng í ,0
1001,quá tệ... cực kỳ dễ gãy... chơi 1ngày gãy 7 cây... nhắn hỏi shop qua zalo không thèm trả lời... thất vọng,1
1002,Son chuẩn nhưng mình check code hết hạn rồi,1
1003,Đồng hồ k chạy đc bên ngoài ghi quà tặng hoa tai cỏ 4 lá nhưng k có,1
1004,Â Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời,0
1005,hở keo,1
1006,Ngon cực. K bể nhiều lắm so với mẻ nguyên. Đã mua lần 2 😂😂 bịch to chà bá. Giao hàng cực nhanh 👍👍,0
1007, Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Rất đáng tiền Dễ tập viết khá tốt,0
1008,Co chut ko vua y size lon hon so  voi size chuan Đóng gói sản phẩm rất đẹp và chắc chắn,0
1009,Không bao giờ dám đặt hàng nữa sản phẩm lỗi gắn pin là chạy ko có cấp độ gì hết tháo pin mới tắt đập luôn chứ xài gì Shop phục vụ rất kém,1
1010,"Đóng gói đẹp, kỹ..Thơm nhẹ bảo đảm hàng auth. Rất hài lòng ^^",0
1011,Có như thế mới chấn chỉnh và chấm dứt tệ nạn đua xe ...,1
1012,Bàn chải dùng siêu thích. Siêu sạch và mềm mại. .Shop tư vấn nhiệt tình. 5* 5* 5* 😘😘😘,0
1013,Gửi sai size đặt size bé 19g gửi 1 áo đúng còn 1 áo bé 13kg mặt vữa,1
1014,Không đẹp không mát không mịn.,1
1015,Giày như hình đẹp lung linh  giao hàng nhanh,0
1016,Thời gian giao hàng rất nhanh Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt,0
1017, Thời gian giao hàng rất chậm . Ngày sx hơi xa mặc dù còn hsd. Lọ nhựa do bảo quản k tốt hoặc để lâu vỏ bị ố vàng,0
1018, Chất lượng sản phẩm rất kém.giày giao vàng ố,1
1019, Thời gian giao hàng chậm.nhắn tin kêu tư vấn thì ko thèm trả lời khách.cho 2* thái độ phục vụ tư vấn,1
1020,Cùng bằng số tiền mà áo màu da thì lại rất mỏng mình đeo vào để hút sữa toàn bị tụt vì độ đàn hồi của áo kémmua áo để rảnh tay mà vẫn phải giữ tay :(. Áo màu đen thì chất dày dặn hơn chút nhưng vẫn bị tụt. ,1
1021, Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn. Mặc mềm chất đẹp .thanks shop,0
1022,Cảm ơn shop. Giao hàng rất nhanh rất hài lòng về sản phẩm. ,0
1023,dcm...1 sao dành cho ad...mang về đúng 1 ngày bàn phím bị chập vs nhau..bấm y thì ra yj bấm nút xóa thì ra gạch / bấm nhiều nút bị liệt..m.n tránh xa cái shop này ra,1
1024,Dù còn dùng được nhưng.Bộ phát  cũ và bị xước khá nhiều..Cũng bị hỏng nút nguồn nữa..Thêm vào đó là tiền ship khá đắt nữa..Và giao cáp kết nối cũng hỏng rồi..Chưa hài lòng lắm về sản phẩm..Mong shop có thể cải thiện.,1
1025,shop à bán hàng thì có tâm một chút.hàng chất lượng khách an tâm mua nữa chứ...giảy mới mà còn thua giày mình mang chán mà vức bỏ nữa,0
1026,"""tay lông gớm quá.....con nầy ngon thế, xiaomi chính hãng có khác""",0
1027,Tệ xấu ko bỏ vừa sp,1
1028," Chất lượng sản phẩm tuyệt vời. Đóng gói sản phẩm rất đẹp và chắc chắn, shiper nhiệt tình .Mọi thứ perfect 😍😍😍",0
1029,Đẹp tuyệt. Ưng lắm ,0
1030,Chất lg bình thường  ko đúng size mà ko cho đổi trả. ,1
1031,"Lần đầu tiên mà tui tìm chổ đánh giá để đánh giá sản phẩn ! Sản phẩm Shop trên cả tuyệt vời , Kểu này shop sẽ rất nhiều khách nhé ! .. Chất lượng sản phẩm tuyệt vời",0
1032,Chưa dùng đã bị gãy,1
1033,Giao hàng chỉ có miếng giấy ,1
1034,Hang loi ma cung giao Tray het ca 2 phi tien,0
1035, Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.cám ơn shop ạ ,0
1036,Sản phẩm lên màu không tốt mau trôi làm lộ rãnh môi.,1
1037,Lừa đảo ko nạp tiền mà báo hoàn thành,1
1038, Thời gian giao hàng rất chậm. Delay đến 5 lần. Đặt cả tuần mới nhận đc hàng.  Chất lượng sản phẩm tạm được,1
1039,Hàng đẹp nấu nhanh mà không phải trông.  Cảm ơn chị chủ shop tư vấn nhiệt tình,0
1040,"""Màu sắc qua tuyệt. Mong mod có bài so sanh vs s7 và thử ở điều kiện thiếu sáng cũng như chụp đêm. Thanks""",0
1041,Rat hai long ve spgia ca lai rat okhy vong shop se co nhieu sp ưng ý để KH lua chon.,0
1042,Không hiểu sao mình đổi qua Lactacyd lại bị dị ứng (Trước đây mình toàn xài PH Care và chưa xài Lactacyd bao giờ). Mình mua ở siêu thị lớn nên không phải hàng giả. Da mình bị nóng rát...vô cùng khó chịu. Có thể do dung dịch này không phù hợp với độ PH của da mình chăng?,1
1043,Venise Và Những Cuộc Tình Gondola là ghi chép về những chuyến đi những gặp gỡ với con người thật của chính tác giả nên đôi chỗ chưa hẳn nhận được đồng cảm hoàn toàn của người đọc. Nhưng cái chất bụi bặm hóm hỉnh khát vọng vươn xa của sinh viên trong “Venise và những cuộc tình Gondola” tạo nên nét cuốn hút rất riêng. Các độc giả trẻ có thể đồng cảm với cảm xúc của tác giả trong hành trình của mình. Hành trình của một cô gái trẻ khao khát đi dấn thân và cảm nhận. Đặc biệt là với những bạn đã đang đi xa hay những bạn chỉ đơn thuần ôm ấp niềm mơ ước được đi được khám phá những vùng đất mới.,1
1044,toi muon duoc huong dan cuc kich song wifi lien he so dien thoai 0977389283,1
1045,Mua đuọc 1 tuần đã hỏng k biết có được đổi ko???,1
1046,Quạt sạc mà k có sạc thì cũng như nhau,1
1047,giao hàng nhanhchú shipper nhiệt tìnhchất lượng giấy đẹpcơ mà quá thât vọng luôn sách vẫn đc bọc kĩ mà mất 10 tờ cuối bị ráchmua sách giảm giá nên chắc ko đc nét sư sony 😳😠,1
1048,Hàng giống mẫu nhưng bị lỗi quá nhiều....may bị lỗi,1
1049,Hàng y hình đẹp sang trọng,1
1050, Chất lượng sản phẩm tuyệt vời rất phù hợp với giá tiền sẽ tiếp tục ủng hộ shop,0
1051,Nhận hàng quạt đc lúc thì hết pin cắm sạc mà dây nóng quá cháy luôn quạt hay sao ý bật ko chạy nữa,1
1052,Đắp siêu ẩm ạ <3 Giá rẻ khi có deal nên mua lắm nha chị em :D ,0
1053,"""gear s2 đỉnh cao của công nghệ. đẹp""",0
1054,Đặt đơn hàng ngày 6.3.2018 tính luôn phí cồng kềnh là 883.000 có tặng kèm 1 bịch trị giá 210.000. nhưng khi giao thì chỉ giao 1 thùng 3 gói đại. ko tặng kèm theo bất cứ thứ gì. đề nghị tiki xem lại cách làm việc. trân trọng,1
1055,Tào lao hết mức. Hàng đổi chưa nhận đã báo hoàn tất. Lừa tình trắng trợn z.,1
1056,Giao hàng nhanh sim mới kích hoạt. Mua rất đáng tiền luôn ;),0
1057,Rất thích và mua thêm lần sau,0
1058,Hàng mình nhận rùi .nhưng k hài lòng.,0
1059,Thờ gian giao hàng nhanh,0
1060,Tks shop tặng mình sample duo+ 😁😁 gói hàng rất cẩn thận 😁,0
1061,Óc víc gì k vặn vô dc đưa k khớp,1
1062, Chất lượng sản phẩm tuyệt vời. Nhưng mùi hơi khó chịu,0
1063,Tuy Chưa sử dụng sản phẩm nhưng rất thích cách đóng gói của shop.,0
1064, Shop phục vụ rất tốt nhưng mặt quá to so vs tay m! 😂😂,0
1065,Sản phẩm tốt như hình nhưng size giày in dưới đế m ko thích cho lắm cảm ởn shop,0
1066,Chất lượng kém ..đặt 5 áo giao 4 áo ..quá thất vọng với kiểu làm việc của shop..đây k phải 1 lần mà là rất nhiều lần thiếu hàng ..mỗi cái vài chục k đáng nhưng cứ ăn chặn tnay thì cũng giàu đc đó,1
1067,Phich cắm 3 chấu  ve k su dung dc lien phai mua them phich cam cho hop shop ban them phich cam cho thich hop do mất công,0
1068, Chất lượng sản phẩm rất kémMặc rất là hầm. Con minh mặc 1 đêm thôi mà bị hăm đỏ 2 bên bẹn. Hàng này của trung quốc.Rất thất vọng. Giá cao mà sản phẩm quá tệ,1
1069,Rất hài lòng với sản phẩm của shop. Còn ủng hộ shop lâu dài ạ,0
1070,"""Đáng đồng tiền""",0
1071,"""Cấu hình tốt, đẹp, tiện""",0
1072,Sp đẹp lắm nhé .chất rất ưng. .Giao hàng nhanh . shop phục vụ rất tốt,0
1073,Bỉm có mùi rất khó chịu,1
1074,Mình vừa mua 2 ổ cứng SSD 120GB Team L7 EVO Sata III. Về test tốc độ thì thất vọng. Tốc độ chỉ được khoảng 260mb/s trong khi những ổ cứng ssd khác đang xài tốc độ hơn 500mb/s. Tốc độ ổ cứng này chỉ hơn HDD 1 chút. Tóm lại không nên mua sp này.,1
1075,"""Hoan hô Samsung. Gióng như đang nghe kể chuyện cổ tích vậy.""",0
1076,Giao hàng sai ,1
1077, Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh đáng tiền,0
1078,Bánh ngon đóng gói cẩn thận ko bẹp chút nào rất đáng tiền,0
1079,sang pham tot nhưng ma sop noi mua hang 150 ngan mien phi sip sao giao hang lai tinh tien sip,1
1080,Đậu của shop thật sự rất ngon thật sự rất đáng tiền. Ăn rồi muốn mua hoài mua nữa. Đã cho bạn bè ăn thử và mua ủng hộ shop. Mọi người nếu có thích ăn đậu phộng chấy tỏi ớt mua ở đây là lựa chọn số 1 đó. Mình rất hài lòng,0
1081,Sai mẫu mã sản phẩm kém chất lượng... Thất vọng ,1
1082,Giao hàng kh đúng màu. Mặc dù đã chú thích.  ,1
1083,Chất vải ok nhung giao ko đúng combo như hình,1
1084,Bột không mịn nghe toàn mùj bột đậu nành,0
1085,Hàng quá xấu so với hình,1
1086,Mặt nó vẫn xước shop ơi ...kém,1
1087,"Có vài vấn đề cần chia sẻ là1) Lúc đặt hàng, Tiki báo giao ngày  hôm sau ( qua lễ 10 /3) nhưng kết quả lại giao chậm mất 2 ngày. Lí do là hàng chưa về kịp, vậy mà ko báo mình qua email hay gi gì đó. Cứ báo là hàng dự kiến giao vào ngày xx, mà cuối cùng tới mấy ngày sau mới giao..2) Lúc giao hàng xong, ko ai báo là phải gọi lên Unilever cho KTV xuống lắp máy. Kết quả người nhà mình phải lụi cụi đọc tờ  Hướng Dẫ sử dụng mà tự lắp. Rất tiếc vẫn lắp nhầm đầu vào nên máy ko chạy, phải gọi lên hãng hỏi và nhờ KTV tới sửa lại. Hình đi làm cả tuần, ko có ai ở nhà hết,  kết quả kéo dài tới cần 10 ngày mới có nước uống..3) Mình ở chung cư nên  áp suất nước quá mạnh phải lắp thêm van giảm áp đầu nước cấp. Do đó trước khi các bạn nhờ KTV lắp máy nhớ báo là đang ở chung cư hay nhà riêng để họ mang theo đồ nghề đầy đủ. Lúc a KTV sửa máy cho mình ko có đem theo do đó mình phải đợi thêm 1 đợt nữa.  Mua mấy cái máy moc này mua bên Điện Máy Chợ Lớn hay Nguyễn Kim ngưởi ta hỗ trợ lắp máy tại nhà luôn miễn phí. Còn tiki là trung gian nên khó lắm KH phải tự liên hệ",1
1088,Bìa hơi gãy do vận chuyển nhưng nchung thì vẫn tốt5 sao,0
1089,Sp rất đẹp . Thời gian giao hàng rất nhanh,0
1090,Bỉm đóng cho con khi tè bị xô bông dùng chán,1
1091,Hàng rất đẹp  giao hàng nhanh,0
1092,Sp giá ưu đãi,0
1093,Chuột khuyến mãi thì dùng tốt còn bán phím về chưa dùng được đã liệt ,1
1094,Bôi mấy hôm đầu đỡ nhưng mấy hôm sau lên nhiều hơn. Hỏi shop online nhưng ko trả lời,1
1095,Giao hàng rất  nhanh ,0
1096,hàng bị lỗi bung đế k hài lòng  quá tệ ,1
1097,Giao hàng cực nhanh😙😙😙,0
1098,Giao hàngg quá nhanh luôn. Đặt tối thứ 7 mà sáng thứ 2 đã nhận được hàng 😍😍,0
1099,Kéo xén cây cảnh mà làm bằng sắt mỏng quá mềm xén vào cành cây nhỏ hơn ngón út tí là bị cong luôn cả cán kéo sắt mềm và mỏng lỏng lẻo dễ hỏng không phải bằng thép. Sản phẩm có chất lượng kém.,1
1100,Chưa bao giờ mua hàng ở đâu lại có bác chủ nhiệt tình và có trách nhiệm như ở đây. Bác mới chuẩn là 1 shop mall đúng nghĩa đấy. Tận tình trách nhiệm và rất tuyệt vời. Cảm ơn bác rất nhiều. Mọi người ủng hộ shop nhiều vào nhé.,0
1101,Mình đặt mua bản có chữ ký của tác giả nhưng lại gửi cho mình bản chữ ký dịch giả và nam chính. Gửi email hỗ trợ thì tiki không trả lời. Thất vọng!,1
1102,khô đợt này cứng quá,0
1103,Mình mua hôm có deal km 264k shop trả lời rất nhiệt tình mặc dù mình hỏi nhiều lắm 😂😂. Bỉm giao nhanh shop phục vụ tốt. Sẽ còn ủng hộ shop dài ❤️❤️❤️,0
1104,Ngon. Được nhiều ng thích,0
1105,Màu đúng rất đẹp,0
1106,"""Đang yêu thích và dùng Blackberry, tự dưng giờ nghe Blackberry Trung Quốc là thấy dị ứng. Không biết thích nổi không. Cứ nghe gì của Trung Quốc là thấy ghét rồi đó. Buồn Blackberry.""",1
1107,Hàng giao cực nhanh mới đặt hàng trưa qua mà trưa hôm nay đã nhận được tắp lự vui kinh khủng. Giày đẹp nhưng vài chỗ hơi bẩn shop phục vụ khá tốt. ,0
1108,son khô nhjeu chì,1
1109,Shop phục vụ rất tốt. Nên trừ 1 size khi đặt,0
1110,Giao sai hàng giao lâu ,1
1111,Chu shop nhiet tinh.vui tinh.😁.da mua lan. Thu 5 ben shop.chat luong cai nao cung rat ok.👌se uong ho dai lau ,0
1112,hàng tốt giao hành mau rất đáng tiền okay all,0
1113,Bình rất ok Thời gian giao hàng rất nhanh,0
1114,Sản phẩm quá tệ Bắt được mà không dùng được thế mới đau ,0
1115,Giá đỡ không vững khoing đỡ được dt mình mặc dù nó nhẹ và nhỏ hơn so với nhiều dt khác,1
1116,"""Nửa gb cũng là thừa,vậy xài ip3 đc rồi,xài 6s chỉ cho đắt =))""",1
1117, Chất lượng sản phẩm tuyệt vời. Mua lại lần 2 sản phẩm sữa dưỡng muji của shop rồi. Dùng rất tốt. Chúc shop mãi là nơi để chị em chúng mình ghé tới mỗi khi mua mỹ phẩm.dưỡng da.,0
1118,mới nhận dc hàng mà sách ở phía sau nó bị nhăn với lại nhận 1 cuốn sổ nhưng nó bị dơ nhiều quá bữa trước cux bị 1 lần rồi haizzz,1
1119,Giao hàng thiếu  hàng hư :)) ib thì kh rep :))  Shop phục vụ rất kém Đóng gói sản phẩm rất kém Rất không đáng tiền Thời gian giao hàng rất chậm Thời gian giao hàng rất chậm,1
1120, Đóng gói sản phẩm tốtChất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời,0
1121,Sử dụng ổn,0
1122,Giao hàng chậm Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn ,0
1123, Chất lượng sản phẩm tuyệt vời Đôi giày của mình mình làm rất nhiều cách nhưng đế vẫn cứ ố nhưng sau khi dùng sản phẩm bên shop mình rất bất ngờ và thực sự shop đã cứu đôi giày yêu dấu của mình  😭😭 chất lượng 5 sao,0
1124,Siêu nước lúc đun kêu to. Mới đun lần đầu mà thấy đáy siêu đã sùi vẩn rồi,1
1125,HÀNG ĐẸP LẮM nhưng góp ý với shop là: k đúng sire (sire k chuẩn) đợt1 đặt 3 đôi màu đen sire to hơn bth 1sire đợt2 đặt màu kem chung sire 35 hết mà có đôi to đôi nhỏ ,0
1126,Deal 66k hàng chất lượng ,0
1127, Chất lượng sản phẩm kém Chất lượng sản phẩm kém.,1
1128,Nghe dỡ,1
1129,"""Mọi thông số của còn này đều thua hẳn Selfie, nhưng lại có cùng mức giá bán thì nghĩ cũng khó sinh tồn thật. Ram cũng 3GB như selfie chứ đâu có hơn""",1
1130,Giao hàng nhanh nhưng hàng bị lỗi thì đổi trả khó khăn phải tới tận nơi và shop yêu cầu liên hệ hotline của shopee để hổ trợ,1
1131,Sao không có hướng dẫn sử dụng và Cáp sạc như trong giới thiệu bộ sản phẩm vậy?,1
1132,Rất ok! Chúc shop mua may bán đắt! Cần gì sẽ tiếp tục ủng hộ! Mới đặt tối qua trưa nay đã nhận dc hàng! ,0
1133,Chủ shop thoải mái giao hàng nhanh,0
1134, Chất lượng sản phẩm tuyệt vời mình thích nhất là size rất chuẩn. Áo có tí vết bẩn nhưng mình vẫn hài lòng. Cám ơn shop,0
1135,Hàng đẹp giao hàng hoi lâu,0
1136,Không có hàng cho khách mà vẫn nhận đủ tiền.khách hỏi mà cứ biện lý do hoài.đúng là chịu shop luôn,1
1137,Kính xịn dễ sợ kính full box ma bị tróc nước roi.lân trc dat 1 đơn thì giao thíu hag,1
1138, Chất lượng sản phẩm rất kém lợn giả bò ăn bị đi ngoài mọi người ko lên mua tiền mất tật mang,1
1139, Chất lượng sản phẩm tuyệt vời.Vừa zin không bị che hay thiếu phần nào...,0
1140,Ko có micaro ko có phích để cắm đèn.. Chất lượng sản phẩm rất kém,1
1141,Đã nhận hàng. Dùng tạm nha.,0
1142,Màu truyện không cân xứng màu bìa thì đậm bên trong chuyện thì màu bị ngã tím rất nhiều trang như vậy,1
1143,Nhanh như film hành động sáng đặt chiều có!  Chất lượng sản phẩm tuyệt vời,0
1144,đẹp lắm ạ ths shop :*,0
1145,mua 3 lần rồi. rất ưng hàng của shop,0
1146, Thời gian giao hàng rất nhanh Đóng gói sản phẩm rất đẹp và chắc chắn chất lượng để dùng mới biết,0
1147,Rong biển của shop ngon quá😍. Mua mới 2 ngày mà đã ăn hết 4 hộp rồi😅,0
1148,1. san pham ghi la 4 ngan nhung thuc te chi co 3 ngan nen nho hon so voi mau2. dat van ngang den nhung thuc te lai giao van hinh zic zac ( van mau do ).3 Chat lieu cap va day khoa keo thi tot . ok,1
1149,Sản phẩm có giá khá tốtbao bì mẫu mã đẹp mùi hương dễ chịu nhưng hạt matxa gây rát da sau khi sử dụng thấy hiệu quả không rõ ràng thậm chí gây khô da. Sản phẩm không gây dị ứng tôi sẽ sử dụng thêm 1 thời gian nữa xem sao mong rằng nhà sản xuất cải tiến hạt matxa của sản phẩm này cho mịn hơn 1 chút. ,1
1150,Mực dai và cứng.. ko thấy vị sốt me.. ,1
1151,Gói hàng đẹp. Hàng chất lượng. Tuy nhiên ko tưởng nổi shop giao cho 2 đôi. 1 đôi rất đẹp. Nay lấy thêm 1 đôi mới ra đi. Lật dép lên dính bùn đất. Dép đã wua sử dụng mà đi giao cho khách. Thất vọng tràn trề,1
1152,Thảm k giống hình,1
1153,nen co video huong dan lap dac,1
1154,lừa dối,1
1155,Đẹp lắm ạ scan thử là hàng thật luôn giao hành cực nhanh nè chỉ tại em bận nên h mới đánh giá đc ạ,0
1156, Thời gian giao hàng rất nhanh đúng màu mà mình cần cám ơn shop nhé!,0
1157,lừa đảo. sp ko kết nối được,1
1158,Máy mau hết pin . chỉ được 1 ngày dùng.  các phần khác thì tạm được. nói chung vừa túi tiền.,1
1159,Với 99k thì có thể chấp nhận đc nhưng bỏ ra 599k mà nhận đc sản phẩm này chắc mình phát điên mất ,0
1160, Đóng gói sản phẩm rất đẹp và chắc chắn.Tất cả đều tốt riêng son velvet sao mình xé miếng tem ở trên k thấy miếng tem chống hàng giả phía dướihoang mang quá😢😢😢,0
1161, Đóng gói sản phẩm đẹp và chắc chắn.Sản phẩm phù hợp với giá tiền.,0
1162,Dùng thích mê đắp xong da mướt mườn mượt mà cả ngày k bị đổ dầu nhiều như trc nữa. Đã thế lại còn sale shock nên quất luôn 2 hộp hiu hiu,0
1163,Shop phục vụ rất nhiệt tinh . Sẽ un mông shop lâu dai,0
1164, Chất lượng sản phẩm tuyệt vời.Quá tuyệt!!!,0
1165,Sp oki,0
1166,sơn chất lượng kém bong tróc các kiểu,1
1167, Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền.Do vận chuyển hay sao mà xe bị xước nhìu chỗ quá. Nhưng xe rất chắc chắn và đẹp.👍,0
1168,Giao hàng nhanh nhưng dép bị lỗi,1
1169,Giầy đẹp dễ thương.Đáng mua ,0
1170,Led gọi là quá đẹp hơn con m650 đang sài,0
1171,Hàng rất đẹp nha!,0
1172,Mình chọn bản có bọc sách sale 15% nhưng lúc nhận thì sách lại không có biết vậy mua bản sale 20% không bọc sách đã đỡ mất công.,1
1173, Thời gian giao hàng rất nhanh giá rẻ mà giày cực chất! Êm chân lắm.thanks shop nhiều,0
1174, Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn. Ốp cầm chắc tay và nặng dù là silicon. Hình con mèo yêu y như hình.,0
1175,"""Đang hay cho tới khi đọc đến Pin  .  Không hiểu sao con máy to thế lại nhét viên pin dung lượng tý xíu vào.""",1
1176,Đặt gối tập bò 3 màu giao toàn màu xám. Không phục vụ tốt.,1
1177,Mới mua được mấy hôm đã bị nứt nẻdùng thêm thời dan lại bì trôi miếng dán xê dịch màn hình.Bóc ra dán lại thì vỡ hết.Mấy cái bọn đánh giá tốt chắc người của bọn mày hết ak,1
1178,Son bị chạm nắp. Shop thương lượng với mình là ko phải trả hàng để shop đền bù thiệt hại. Mình chờ shop xử lý đến nay đã 1 tuần và bây giờ cũng đã quá hạn trả hàng trên shopee.Nên bây giờ mình sẽ giữ lại sử dụng và ko cần shop đền bù. Chỉ là không chấp nhận được cách xử lý vấn đề của shop. Thân!,1
1179,Sản phẩm ko tốt chưa gì đã bị rách chưa đc 1thang,1
1180,vỏ ngoài của chai dầu ăn cũ  lớp mác giấy thì dán nhăn nheo. ... mình không ưng về sp này. cám ơn.,0
1181,"Hãy đóng góp những gì mình có thể vì sự phát triển của nền điện ảnh Việt , các bạn nhé !",1
1182,Bộ nào cũng yêu nhé!.Mình tưởng cúc giữa,0
1183,Hàng đẹp giống y hình 👍🏻,0
1184,Quen cách vẽ và kể truyện của Conan rồi nên qua bộ này thấy hụt hẫng vì nội dung có gì đó....Chất liệu giấy không được tốt như bên Conan. 3/4 cuốn mình nhận được là mất giấy kiếng bọc rồi (chắc hàng trả). Kiểm tra kỹ thì hàng vẫn không tốt không con rách bẩn... nên mình cũng không đổi hay trả.,1
1185,đóng gói sp xấu . ngoài nhìn k đẹp như hình  ,1
1186,Gjao thieu sp ma gja day dune tranh trach nhiem!,1
1187,Tin tưởng locck&lock nên mới mua sp giao lần đầu nấu bị khô cơm cả mặt trên và đáy nồi. Được đổi sản phẩm mới. Có vẻ khả quan hơn tí bây giờ chỉ còn bị khô cứng ở đáy nồi. Nồi nấu chín cơm khá nhanh hơn  những nồi khác từng sử dụng bù lại cơm nở quá nhiều nên mất vị ngọt của cơm dễ nhão. thệt là thất vọng,1
1188, Chất lượng sản phẩm tuyệt vời  hàng đẹp giá tốt,0
1189,Đồ rất yêu. Giao hàng nhanh,0
1190, Chất lượng sản phẩm rất kém . Dùng làm móc khoá thôi ạ 😂😂😂,1
1191,Hàng đúng vs hình lần sau sẽ liên hệ mua nua,0
1192,Hàng ok ! Giao hàng khá nhanh  đóng gói ok !,0
1193,Lúc mới nhận thì thấy bao bì ok giờ xài mới biết chất quá tệ. Bé dùng bị hăm nổi mụn liti hết ở mông bẹn. Bỉm hôi vạch báo tràn lệch bỉm thấm hút kém và chiều dài bỉm ngắn hơn với hàng xách tay nhà mình đem về. Nhà mình ôx Nhật gửi về xài mấy năm nay chưa bh thấy vậy.lỡ ra quê chơi mới phải mua!,1
1194,Shop đóng gói rất kĩ. Sẽ ủng hộ dài dài ạ,0
1195, Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời.Đồ đẹp lắm shop sẽ ủng hộ thêm nhiều lần nữa. Đóng gói sản phẩm rất đẹp và chắc chắn,0
1196, Rất đáng tiền .Nay nhận đc hàng m dùng thử luôn cgiac thật phê. .Chúc shop luôn đắt hàng,0
1197,Cảm thấy xài qua 1 lần thì k dám xài lần 2. Sp không như mong đợi.,1
1198,Chất lg sản phẩm tốt nhân viên giao hàng nhiệt tình đóng gói bao bì cẩn thận,0
1199,Đợt đầu mua hàng thì ok. Thấy vậy đợt này mua nhìu tý mà chất lượng sản phẩm kém xa đợt đầu. Còn lấy cho có 1 màu duy nhất. Thất vọng!!!,1
1200,Lúc nhận đc hàng thì nắp bị bung ra có kiến ở trong Đóng gói sản phẩm kém,1
1201,Cái hũ bé bé mà xài lâu dã man. Dùg mỗi tối môi mềm cả ngày dù wa chừg 4-5 loại son lì. Ko làm sậm môi chút nào. nói chug rất ưng. Hũ 5-6 zòy & sẽ còn dài dài👍🏻👍🏻👍🏻,0
1202,Đồ j sạc lâu hết pin quá . cho 5*,0
1203,Không gọi xác nhận đơn hàngtiền phí ship cao ,1
1204,Sản phẩm ko như hình. Khi nhạn hàng mở trước mặt shipper thì k có cd. Liên hệ lại bên bộ phận tiếp nhận nói sẽ kiểm tra nhưng cũng k liên hệ lại. Đề nghị bên tiki liên hệ lại với mình gấp,1
1205,Toi rat thich mui huong tra sua tuy chua thu nhung cam thay no rat tuyet voi  Chất lượng sản phẩm tuyệt vời  Rất đáng tiền  Shop phục vụ rất tốt,0
1206,Sản phẩm giống hình đóng gói kỹ nhưng tiếc chút là giao hàng hơi lâu,0
1207,Chất không đẹp.đặt bé gái mà lại gửi mất 2 bộ bé trai. Hàng may lỗi,1
1208,Bắt sóng quá yếu. ,1
1209,Giao thiếu sp. Thời gian giao hàng rất chậm. Shop phục vụ rất kém.,1
1210,Gấu nâu đây ngắn hơn đây doremon.,0
1211, Chất lượng sản phẩm tuyệt vời.Shop giao thiếu hàng bù cho mình.. Shop phục vụ rất tốt,0
1212, Chất lượng sản phẩm rất kém Đóng gói sản phẩm rất kém Shop phục vụ rất kém Rất không đáng tiền Thời gian giao hàng rất chậm,1
